ISO,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",3.79723693229136,Computed/CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",7.4810169195666,CTS
BTN,Bhutan,Asia,Southern Asia,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.394862054941106,CTS
CAN,Canada,Americas,Northern America,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.0643517811567528,CTS
CHE,Switzerland,Europe,Western Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.0587106357663197,GSH 2023 Revision/CTS
CHL,Chile,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",1.70961062109625,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",23.5902622946496,GSH 2023 Revision/CTS
DEU,Germany,Europe,Western Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.0803660802099901,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",1.46682410578735,CTS
DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",7.27134214275602,CTS/NGO
DZA,Algeria,Africa,Northern Africa,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.157628384496096,CTS
ECU,Ecuador,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",2.41062130303583,CTS
ESP,Spain,Europe,Southern Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.0360989204702772,CTS
FIN,Finland,Europe,Northern Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0,CTS
FRA,France,Europe,Western Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.7738149270502,CTS/MoI
GRD,Grenada,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",28.7017120407986,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",1.8950029404129,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",37.1727777911188,CTS
HRV,Croatia,Europe,Southern Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.173918747148975,CTS
HUN,Hungary,Europe,Eastern Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0,CTS
ISL,Iceland,Europe,Northern Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0,CTS
ITA,Italy,Europe,Southern Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.179171337045448,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",34.3605141311604,CTS
JOR,Jordan,Asia,Western Asia,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.592603580893161,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",36.1636725273089,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",10.7334323822006,CTS
LTU,Lithuania,Europe,Northern Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",1.64140449987475,CTS
MAR,Morocco,Africa,Northern Africa,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.0558039451157039,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.0317080525453164,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",29.234097393149,CTS
MLT,Malta,Europe,Southern Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0,CTS
MNE,Montenegro,Europe,Southern Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.487175115095121,CTS
MNG,Mongolia,Asia,Eastern Asia,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",2.65176124299414,CTS
NIC,Nicaragua,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",5.76555293058837,CTS
NLD,Netherlands (Kingdom of the),Europe,Western Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.143502662935865,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.265260270316539,NP
OMN,Oman,Asia,Western Asia,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0,CTS
PAN,Panama,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",7.14995139592604,CTS/PPR
PER,Peru,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",3.69620476109107,CTS
PRI,Puerto Rico,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",18.6926227664595,CTS
PRY,Paraguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",4.44971253067832,CTS
PSE,State of Palestine,Asia,Western Asia,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0,CTS
QAT,Qatar,Asia,Western Asia,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.362168986600472,MoI
SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",52.8151393752942,CTS
SUR,Suriname,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.166802193448844,CTS
SVK,Slovakia,Europe,Eastern Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.0918571907278617,CTS
SVN,Slovenia,Europe,Southern Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.0483213057576527,CTS
SWE,Sweden,Europe,Northern Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.805864769307205,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",27.0652834357405,NGO
URY,Uruguay,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",5.53831542120362,CTS
USA,United States of America,Americas,Northern America,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",2.08681223977756,CTS
UZB,Uzbekistan,Asia,Central Asia,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0.370673653494361,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",0,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Male,Total,2018,"Rate per 100,000 population",4.14581986534621,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Male,Total,2018,"Rate per 100,000 population",0,CTS
AUT,Austria,Europe,Western Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Male,Total,2018,"Rate per 100,000 population",0.0229969855551334,GSH 2023 Revision/CTS
AZE,Azerbaijan,Asia,Western Asia,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Male,Total,2018,"Rate per 100,000 population",2.79536813621074,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Male,Total,2018,"Rate per 100,000 population",30.7222916710808,CTS
BLR,Belarus,Europe,Eastern Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Male,Total,2018,"Rate per 100,000 population",0.0905424454495913,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Male,Total,2018,"Rate per 100,000 population",0,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Male,Total,2018,"Rate per 100,000 population",5.57479790926093,CTS
